seed,epoch,loss_train,accuracy_train,mse_train,loss_remaining_train_pool,accuracy_remaining_train_pool,mse_remaining_train_pool,loss_test,accuracy_test,mse_test
323,11,0.5355849862098694,0.8531250357627869,0.17384210228919983,0.5671016573905945,0.8266276121139526,0.18871407210826874,0.5643117427825928,0.821545422077179,0.1874619573354721
323,12,0.5171989798545837,0.87109375,0.16528674960136414,0.5507873892784119,0.8371419310569763,0.18112437427043915,0.5481716990470886,0.833666980266571,0.17998214066028595
323,13,0.4967719614505768,0.882031261920929,0.15589627623558044,0.5339229702949524,0.8449544310569763,0.1734066754579544,0.5315112471580505,0.8409179449081421,0.1723925620317459
323,14,0.47746530175209045,0.871874988079071,0.14784449338912964,0.516631543636322,0.8527669310569763,0.16561688482761383,0.5145893692970276,0.8472961187362671,0.16483944654464722
323,15,0.4568016529083252,0.8453125357627869,0.14029407501220703,0.4993481934070587,0.8588216304779053,0.1579648107290268,0.4976699650287628,0.851153552532196,0.15746422111988068
323,16,0.4393843710422516,0.8695312738418579,0.1322055459022522,0.48198115825653076,0.8611002564430237,0.15055738389492035,0.48089686036109924,0.853729248046875,0.1503474861383438
323,17,0.4212532639503479,0.87109375,0.12528015673160553,0.4650508761405945,0.8633463382720947,0.14349766075611115,0.4646138846874237,0.856781005859375,0.1436525583267212
323,18,0.40460386872291565,0.8734375238418579,0.11881693452596664,0.44876617193222046,0.8651692867279053,0.13694877922534943,0.44912058115005493,0.8579651117324829,0.1375080943107605
323,19,0.387658953666687,0.8765625357627869,0.11284226179122925,0.43338215351104736,0.8655924201011658,0.13097305595874786,0.43460217118263245,0.8585571050643921,0.1319752186536789
323,20,0.372845858335495,0.8828125,0.10720489919185638,0.41884854435920715,0.8661133050918579,0.12557002902030945,0.4211260974407196,0.8587280511856079,0.12704840302467346
323,21,0.3598586916923523,0.887499988079071,0.10248492658138275,0.4052961766719818,0.8672525882720947,0.12074000388383865,0.40882569551467896,0.859204113483429,0.12275251001119614
323,22,0.34355324506759644,0.8921875357627869,0.09727445244789124,0.3931017518043518,0.8684244751930237,0.11657365411520004,0.3978813588619232,0.8601135015487671,0.11911609768867493
323,23,0.33254048228263855,0.8929687738418579,0.09421920776367188,0.38220611214637756,0.8688802123069763,0.11303599178791046,0.3885026276111603,0.8601135015487671,0.11617312580347061
323,24,0.3210431635379791,0.88671875,0.09161057323217392,0.37275832891464233,0.8695638179779053,0.11009754985570908,0.3806167244911194,0.8606933355331421,0.11382395774126053
323,25,0.3112337589263916,0.88671875,0.08889390528202057,0.3644905984401703,0.8698567748069763,0.10766714066267014,0.37407296895980835,0.861132800579071,0.1119619831442833
323,26,0.3034283518791199,0.890625,0.0864943265914917,0.357463002204895,0.8706380128860474,0.1057049110531807,0.3688689172267914,0.861767590045929,0.1105361357331276
323,27,0.29431769251823425,0.8984375,0.08366143703460693,0.35169661045074463,0.8711262941360474,0.10415931046009064,0.3648383617401123,0.8625122308731079,0.10944526642560959
323,28,0.2889412045478821,0.9000000357627869,0.08192342519760132,0.34687599539756775,0.8720052242279053,0.10289540886878967,0.3619081974029541,0.863726794719696,0.10863667726516724
323,29,0.27847880125045776,0.8960937857627869,0.08023343980312347,0.3433343470096588,0.8725911378860474,0.10192064940929413,0.3599894642829895,0.8641296625137329,0.10806206613779068
323,30,0.2734218239784241,0.895312488079071,0.07924045622348785,0.34049808979034424,0.8732747435569763,0.10114063322544098,0.3589349389076233,0.8652282953262329,0.1076589822769165
323,31,0.26856955885887146,0.895312488079071,0.07844321429729462,0.3384397327899933,0.8734375238418579,0.10051866620779037,0.3585551679134369,0.8646911382675171,0.10736094415187836
323,32,0.26324892044067383,0.8968750238418579,0.07713313400745392,0.33709001541137695,0.873339831829071,0.10006210952997208,0.35872524976730347,0.864849865436554,0.10714453458786011
323,33,0.2620171904563904,0.897656261920929,0.07634587585926056,0.33617180585861206,0.8731119632720947,0.09969799965620041,0.3594104051589966,0.8645569086074829,0.1069994643330574
323,34,0.256799578666687,0.901562511920929,0.07449235767126083,0.3359565734863281,0.8726888298988342,0.09947405010461807,0.3605763614177704,0.864532470703125,0.10690898448228836
323,35,0.2528219521045685,0.903124988079071,0.07361941039562225,0.33614978194236755,0.87255859375,0.09929288178682327,0.3621460795402527,0.8639465570449829,0.10686824470758438
323,36,0.2466040551662445,0.907031238079071,0.07268325984477997,0.33678874373435974,0.8716145753860474,0.09918174147605896,0.36400046944618225,0.8635803461074829,0.10686567425727844
323,37,0.24468675255775452,0.90625,0.07228409498929977,0.3375350534915924,0.8711588382720947,0.09910432249307632,0.366093248128891,0.8630005121231079,0.10690345615148544
323,38,0.24485480785369873,0.909375011920929,0.07192185521125793,0.3383868932723999,0.8705403804779053,0.09906290471553802,0.36839523911476135,0.8627258539199829,0.10698504000902176
323,39,0.2426721304655075,0.90625,0.07145313173532486,0.339432030916214,0.8703450560569763,0.0990179255604744,0.37087884545326233,0.8627563714981079,0.1070857122540474
323,40,0.23503020405769348,0.899218738079071,0.0706743448972702,0.3408299386501312,0.8704752326011658,0.0989602580666542,0.3735627233982086,0.8627563714981079,0.10718231648206711
323,41,0.22767134010791779,0.899218738079071,0.06950675696134567,0.3422827422618866,0.8706380128860474,0.09889306128025055,0.37629997730255127,0.8628479242324829,0.10725796222686768
323,42,0.22708341479301453,0.901562511920929,0.06889646500349045,0.3434501886367798,0.8707357048988342,0.09878285974264145,0.3789800703525543,0.8627868890762329,0.1073162704706192
323,43,0.23185031116008759,0.903124988079071,0.0692581981420517,0.3442869186401367,0.8710612058639526,0.0986308604478836,0.3814493417739868,0.862988293170929,0.1073586717247963
323,44,0.22807762026786804,0.903124988079071,0.06832122057676315,0.34532976150512695,0.8718098998069763,0.09853495657444,0.38365408778190613,0.86346435546875,0.107390396296978
323,45,0.22539612650871277,0.90625,0.06764517724514008,0.34618133306503296,0.8720703125,0.09843792766332626,0.3855975866317749,0.864013671875,0.10741838812828064
323,46,0.22263117134571075,0.909375011920929,0.06680717319250107,0.3469116985797882,0.8728190064430237,0.0983525887131691,0.387298583984375,0.864276111125946,0.10743251442909241
323,47,0.2236597239971161,0.909375011920929,0.06656193733215332,0.3474324345588684,0.8736002445220947,0.09825611859560013,0.3888551890850067,0.8648620843887329,0.10744704306125641
323,48,0.22041067481040955,0.907031238079071,0.06620709598064423,0.34808605909347534,0.8739583492279053,0.09816042333841324,0.3903050124645233,0.865216076374054,0.1074543446302414
323,49,0.2181081771850586,0.9078125357627869,0.06518857181072235,0.3486998677253723,0.8739583492279053,0.09810163080692291,0.39167144894599915,0.8651123046875,0.10745558142662048
323,50,0.21624350547790527,0.9078125357627869,0.06441492587327957,0.34932610392570496,0.8740234375,0.09804652631282806,0.39297518134117126,0.865338146686554,0.10744446516036987
323,51,0.21338053047657013,0.91015625,0.06408607959747314,0.349972665309906,0.8739908933639526,0.09797064960002899,0.3941681683063507,0.864880383014679,0.10741094499826431
323,52,0.21214449405670166,0.9125000238418579,0.06413175165653229,0.3503586947917938,0.8740885257720947,0.09783665835857391,0.39504101872444153,0.864788830280304,0.1073140799999237
323,53,0.20898666977882385,0.914843738079071,0.06360132992267609,0.3506091237068176,0.8742838501930237,0.09767775982618332,0.3956010937690735,0.8648010492324829,0.10715318471193314
323,54,0.20573624968528748,0.91796875,0.06267834454774857,0.35073763132095337,0.8742838501930237,0.0975208729505539,0.39601585268974304,0.8650451898574829,0.10698352009057999
323,55,0.20355236530303955,0.918749988079071,0.06222974509000778,0.3506747782230377,0.8745768070220947,0.09730982035398483,0.3962905704975128,0.8650757074356079,0.10679309070110321
323,56,0.20359840989112854,0.9140625,0.06189343333244324,0.3504934310913086,0.874804675579071,0.09707612544298172,0.39655739068984985,0.8653808832168579,0.10659784078598022
323,57,0.20171833038330078,0.913281261920929,0.06136815994977951,0.3503373861312866,0.8752604126930237,0.09684835374355316,0.39673665165901184,0.8655151128768921,0.10639771819114685
323,58,0.20170430839061737,0.913281261920929,0.06087685748934746,0.3500373661518097,0.8752278685569763,0.0966213271021843,0.3967716097831726,0.865570068359375,0.10617943108081818
323,59,0.20016995072364807,0.9195312857627869,0.06009233742952347,0.3498067259788513,0.8754231929779053,0.09642818570137024,0.39677202701568604,0.865985095500946,0.10597275197505951
323,60,0.19869837164878845,0.921875,0.05964534729719162,0.34963664412498474,0.875683605670929,0.09625459462404251,0.39684608578681946,0.8664184808731079,0.10580544918775558
323,61,0.19581960141658783,0.9234375357627869,0.059041254222393036,0.3496476411819458,0.875683605670929,0.09611921012401581,0.3971087336540222,0.8665405511856079,0.10568934679031372
323,62,0.19452232122421265,0.921093761920929,0.058452773839235306,0.34974148869514465,0.875781238079071,0.09601590782403946,0.3975808620452881,0.8665832281112671,0.10562264174222946
323,63,0.19122494757175446,0.9203125238418579,0.05788492038846016,0.34996116161346436,0.876171886920929,0.09591887891292572,0.3980904221534729,0.8665832281112671,0.10556086897850037
323,64,0.18909865617752075,0.9195312857627869,0.057407818734645844,0.35015079379081726,0.8762044310569763,0.09580700844526291,0.3985842764377594,0.8665527105331421,0.10546690225601196
323,65,0.1873624622821808,0.91796875,0.056883305311203,0.350326269865036,0.8764322996139526,0.09568943083286285,0.39898672699928284,0.866650402545929,0.10532452166080475
323,66,0.1843157261610031,0.91796875,0.0564245879650116,0.3505549132823944,0.8768554925918579,0.09556671231985092,0.39937686920166016,0.866790771484375,0.10518218576908112
323,67,0.18336984515190125,0.921093761920929,0.05611648038029671,0.35063043236732483,0.8768228888511658,0.09540576487779617,0.399722695350647,0.86712646484375,0.10502466559410095
323,68,0.1832880824804306,0.925000011920929,0.05572345107793808,0.3505649268627167,0.8767903447151184,0.09522125869989395,0.39998990297317505,0.867016613483429,0.10486260056495667
323,69,0.1821672022342682,0.9242187738418579,0.05521726608276367,0.3506174385547638,0.876953125,0.0950564369559288,0.40040406584739685,0.8671325445175171,0.10473877191543579
323,70,0.18106421828269958,0.925000011920929,0.05515245348215103,0.35062235593795776,0.876953125,0.09483413398265839,0.4007692337036133,0.867175281047821,0.10457371175289154
323,71,0.18037401139736176,0.925000011920929,0.054696857929229736,0.35056763887405396,0.8774088621139526,0.09458894282579422,0.40103569626808167,0.8673950433731079,0.1043466329574585
323,72,0.18052050471305847,0.9273437857627869,0.054284144192934036,0.3505347669124603,0.8777994513511658,0.09434310346841812,0.40136829018592834,0.867919921875,0.10411972552537918
323,73,0.1784689724445343,0.9281250238418579,0.05374088138341904,0.3507442772388458,0.8778645992279053,0.09414533525705338,0.40186482667922974,0.868060290813446,0.10393337160348892
323,74,0.1755259484052658,0.925000011920929,0.05334893986582756,0.3511573076248169,0.8782877326011658,0.09397944808006287,0.4025913178920746,0.8680785894393921,0.10381055623292923
323,75,0.1731119453907013,0.9234375357627869,0.05277710035443306,0.35173866152763367,0.8784830570220947,0.09387973695993423,0.4035346508026123,0.868579089641571,0.10375866293907166
323,76,0.1738254725933075,0.926562488079071,0.05244498327374458,0.35228556394577026,0.8785482048988342,0.09382157027721405,0.40451011061668396,0.868792712688446,0.10373808443546295
323,77,0.1729382872581482,0.930468738079071,0.05220289155840874,0.3527432382106781,0.8785156011581421,0.09372333437204361,0.40522414445877075,0.8690246343612671,0.103647381067276
323,78,0.1717175990343094,0.930468738079071,0.05177426338195801,0.3530631959438324,0.8792642951011658,0.09358646720647812,0.40573713183403015,0.8692382574081421,0.1034960225224495
323,79,0.16950896382331848,0.9296875,0.05136333033442497,0.35329344868659973,0.8794596195220947,0.0934213399887085,0.40615323185920715,0.8695739507675171,0.10333416610956192
323,80,0.16987888514995575,0.9312500357627869,0.051081620156764984,0.35340815782546997,0.8791341185569763,0.09328143298625946,0.40652722120285034,0.869921863079071,0.10319390892982483
323,81,0.16771931946277618,0.930468738079071,0.0507214181125164,0.35367557406425476,0.8792968988418579,0.09315190464258194,0.4070121645927429,0.870166003704071,0.10307885706424713
323,82,0.1674129217863083,0.93359375,0.050308577716350555,0.35383084416389465,0.8794270753860474,0.09299714863300323,0.407554030418396,0.870257556438446,0.10296700894832611
323,83,0.1670289784669876,0.93359375,0.04994926601648331,0.35396093130111694,0.8798502683639526,0.09281294792890549,0.4080614745616913,0.870684802532196,0.10282152146100998
323,84,0.16630752384662628,0.9351562857627869,0.04954841732978821,0.35398563742637634,0.880175769329071,0.09260396659374237,0.4084021747112274,0.8711303472518921,0.10263444483280182
323,85,0.1641969531774521,0.93359375,0.049095768481492996,0.35410526394844055,0.8804687261581421,0.09244153648614883,0.4087837338447571,0.8714355230331421,0.10249383002519608
323,86,0.16129374504089355,0.932812511920929,0.048952922224998474,0.3542051315307617,0.8806965947151184,0.09224982559680939,0.40910103917121887,0.8716491460800171,0.10233631730079651
323,87,0.15969805419445038,0.932812511920929,0.04850184917449951,0.35423538088798523,0.8809896111488342,0.09206125885248184,0.4094344675540924,0.8717712163925171,0.10218289494514465
323,88,0.1579255759716034,0.93359375,0.04806116968393326,0.3543483018875122,0.881542980670929,0.09191478043794632,0.4098776578903198,0.8720763921737671,0.10208919644355774
323,89,0.1585032045841217,0.9359375238418579,0.04773227870464325,0.3543908894062042,0.881640613079071,0.09178133308887482,0.410287082195282,0.8720337152481079,0.10199592262506485
323,90,0.15840740501880646,0.930468738079071,0.04733617976307869,0.3544609844684601,0.882128894329071,0.0916583314538002,0.41066184639930725,0.8721863031387329,0.10190170258283615
323,91,0.1582118421792984,0.9320312738418579,0.046894170343875885,0.35458940267562866,0.8825520873069763,0.09153436124324799,0.411064475774765,0.872589111328125,0.10180293768644333
323,92,0.15627947449684143,0.93359375,0.04647810384631157,0.3548383414745331,0.8825846314430237,0.09141290932893753,0.4115335941314697,0.872711181640625,0.10171162337064743
323,93,0.1569277048110962,0.938281238079071,0.04602428525686264,0.3549758195877075,0.8829427361488342,0.09127909690141678,0.4120456278324127,0.873217761516571,0.10161709040403366
323,94,0.15450787544250488,0.9375,0.04565533623099327,0.35511842370033264,0.8831705451011658,0.09116113930940628,0.4124423563480377,0.873339831829071,0.10154570639133453
323,95,0.1513689011335373,0.9398437738418579,0.04510970413684845,0.35529887676239014,0.8828775882720947,0.09109867364168167,0.41288504004478455,0.872973620891571,0.1015392616391182
323,96,0.14985522627830505,0.9359375238418579,0.04499205946922302,0.35524889826774597,0.8831705451011658,0.09092804044485092,0.4130958318710327,0.873248279094696,0.10140751302242279
323,97,0.14950165152549744,0.9390625357627869,0.04454439878463745,0.3551524579524994,0.8832682371139526,0.0907314270734787,0.41327032446861267,0.8738158941268921,0.10121744871139526
323,98,0.1505560278892517,0.940625011920929,0.044165030121803284,0.35516470670700073,0.8834635615348816,0.09059344977140427,0.4136626422405243,0.874011218547821,0.1011056900024414
323,99,0.14800098538398743,0.9390625357627869,0.04366365447640419,0.35533198714256287,0.8837890625,0.09047408401966095,0.4141157567501068,0.873779296875,0.10103263705968857
323,100,0.1452774703502655,0.9359375238418579,0.04345369711518288,0.3554205000400543,0.8841145634651184,0.0903061181306839,0.414409875869751,0.8739013671875,0.10090592503547668
323,101,0.1455298513174057,0.94140625,0.04307342693209648,0.3552228808403015,0.8839518427848816,0.09013853222131729,0.4144696295261383,0.874346911907196,0.10076113045215607
323,102,0.1448940932750702,0.94140625,0.042790837585926056,0.35513174533843994,0.8842122554779053,0.09001822769641876,0.41460108757019043,0.8743346929550171,0.1006704568862915
323,103,0.14393271505832672,0.940625011920929,0.042388129979372025,0.35516557097435,0.884472668170929,0.08990809321403503,0.4148336350917816,0.874591052532196,0.10057875514030457
323,104,0.1428995430469513,0.946093738079071,0.04192865267395973,0.3551158607006073,0.8847005367279053,0.08975017815828323,0.4149366617202759,0.875079333782196,0.10041981935501099
323,105,0.1417066901922226,0.9453125,0.04179036617279053,0.35517629981040955,0.8847005367279053,0.08961718529462814,0.41518908739089966,0.874987781047821,0.10030819475650787
323,106,0.13956040143966675,0.9437500238418579,0.041373901069164276,0.35516631603240967,0.8847981691360474,0.08948229998350143,0.4153364598751068,0.875079333782196,0.10019492357969284
323,107,0.13831864297389984,0.9398437738418579,0.04114047437906265,0.3551534116268158,0.8851888179779053,0.08931733667850494,0.4154888689517975,0.8754211664199829,0.1000499278306961
323,108,0.1375536024570465,0.9437500238418579,0.04073788970708847,0.3551909029483795,0.8851562738418579,0.0891689583659172,0.41572484374046326,0.8755553960800171,0.0999157726764679
323,109,0.1367994248867035,0.946093738079071,0.04037656635046005,0.35522526502609253,0.8852213621139526,0.08906818926334381,0.4159766435623169,0.8756042718887329,0.09984671324491501
323,110,0.13611546158790588,0.9468750357627869,0.04002228006720543,0.3552280366420746,0.88525390625,0.08897309005260468,0.4162536859512329,0.8757263422012329,0.0998014286160469
323,111,0.13571558892726898,0.942187488079071,0.03989461809396744,0.35514169931411743,0.8856119513511658,0.08881931006908417,0.4164203107357025,0.8757568597793579,0.09968695044517517
323,112,0.13451522588729858,0.94140625,0.03947773203253746,0.35513272881507874,0.8856445550918579,0.08867932856082916,0.4166490137577057,0.875683605670929,0.09958429634571075
323,113,0.13490799069404602,0.9453125,0.03908320143818855,0.3552985191345215,0.8855143189430237,0.08860190212726593,0.41719570755958557,0.875805675983429,0.09956426173448563
323,114,0.13294091820716858,0.94921875,0.038833074271678925,0.35553789138793945,0.8858724236488342,0.08851359039545059,0.41759079694747925,0.875744640827179,0.0994962751865387
323,115,0.13275538384914398,0.952343761920929,0.03840140253305435,0.3557436764240265,0.886035144329071,0.08845071494579315,0.41797173023223877,0.875781238079071,0.09942715615034103
323,116,0.13147318363189697,0.9476562738418579,0.038188375532627106,0.3559923768043518,0.8865885138511658,0.08834673464298248,0.41844409704208374,0.876147449016571,0.09935831278562546
323,117,0.1281474083662033,0.94921875,0.037851110100746155,0.35604044795036316,0.8866211175918579,0.08819971978664398,0.418623149394989,0.876147449016571,0.09924986213445663
323,118,0.13088321685791016,0.949999988079071,0.037560075521469116,0.3557649254798889,0.8867838382720947,0.08800097554922104,0.41872337460517883,0.876727283000946,0.09907803684473038
323,119,0.13016168773174286,0.949999988079071,0.03724384307861328,0.3557415008544922,0.8868163824081421,0.08784123510122299,0.41894733905792236,0.876971423625946,0.0989522784948349
323,120,0.12643484771251678,0.9468750357627869,0.036933161318302155,0.3559645712375641,0.8873046636581421,0.08769791573286057,0.4192824065685272,0.877093493938446,0.09883061051368713
323,121,0.12461762130260468,0.948437511920929,0.03662928193807602,0.35627004504203796,0.8877604007720947,0.08757974952459335,0.41979724168777466,0.877520740032196,0.09873133152723312
323,122,0.12542501091957092,0.952343761920929,0.03651116043329239,0.3566446602344513,0.8878580927848816,0.0875336304306984,0.4205523133277893,0.877197265625,0.0987308993935585
323,123,0.12338079512119293,0.949999988079071,0.03615301102399826,0.3571596145629883,0.887988269329071,0.08752651512622833,0.42130914330482483,0.877154529094696,0.09875625371932983
323,124,0.122951939702034,0.9468750357627869,0.0359177403151989,0.35728389024734497,0.888378918170929,0.08742855489253998,0.421650230884552,0.8770507574081421,0.0986766666173935
323,125,0.12387009710073471,0.952343761920929,0.03563477843999863,0.3573487102985382,0.8883463740348816,0.0873110443353653,0.4219740331172943,0.877398669719696,0.09856411814689636
323,126,0.1228242740035057,0.952343761920929,0.03525605797767639,0.35750845074653625,0.8883463740348816,0.0871877372264862,0.4223169982433319,0.877337634563446,0.09844359010457993
323,127,0.12104889005422592,0.9507812857627869,0.03513031080365181,0.357641339302063,0.8888346552848816,0.08705639094114304,0.4225976765155792,0.877520740032196,0.09833142161369324
323,128,0.12095743417739868,0.953906238079071,0.03477904945611954,0.35768362879753113,0.8889322876930237,0.08694444596767426,0.42286217212677,0.877886950969696,0.0982341319322586
323,129,0.11917027086019516,0.9546875357627869,0.03454919904470444,0.3578762710094452,0.8888346552848816,0.08686422556638718,0.4231858253479004,0.8780578374862671,0.09816816449165344
323,130,0.11916849762201309,0.953125,0.034401338547468185,0.35813185572624207,0.8890625238418579,0.08677978813648224,0.42369285225868225,0.8783324956893921,0.09810931980609894
323,131,0.11717859655618668,0.95703125,0.033867381513118744,0.3585253655910492,0.8892252445220947,0.0866897776722908,0.424237459897995,0.8787475824356079,0.0980147272348404
323,132,0.1155177503824234,0.9554687738418579,0.03382697328925133,0.3588365316390991,0.889453113079071,0.08656474202871323,0.42475655674934387,0.8788696527481079,0.09791659563779831
323,133,0.11544515937566757,0.953125,0.0335242822766304,0.35901060700416565,0.8897460699081421,0.08645866811275482,0.42522814869880676,0.879040539264679,0.09784108400344849
323,134,0.11392150074243546,0.957812488079071,0.033189207315444946,0.35928812623023987,0.8897786736488342,0.08639317005872726,0.42572852969169617,0.879376232624054,0.09780368953943253
323,135,0.11406274139881134,0.960156261920929,0.03294879570603371,0.35950586199760437,0.889355480670929,0.08633413910865784,0.4261951148509979,0.8792968988418579,0.09776899218559265
323,136,0.11436847597360611,0.9585937857627869,0.03271981701254845,0.35964637994766235,0.8896158933639526,0.08624923229217529,0.42652878165245056,0.879382312297821,0.09770003706216812
323,137,0.11338648945093155,0.9554687738418579,0.03237542882561684,0.3597301244735718,0.8902669548988342,0.08614370226860046,0.42669790983200073,0.8794921636581421,0.09759732335805893
323,138,0.11229149252176285,0.9546875357627869,0.03213733434677124,0.3597477972507477,0.8903971314430237,0.08602943271398544,0.42680200934410095,0.8794921636581421,0.09748505800962448
323,139,0.11286203563213348,0.95703125,0.03197541460394859,0.35979732871055603,0.8905924558639526,0.08591266721487045,0.42708224058151245,0.879504382610321,0.0973849818110466
323,140,0.11045098304748535,0.95703125,0.03168297931551933,0.36005836725234985,0.8903645873069763,0.08580423146486282,0.42747390270233154,0.879656970500946,0.09728600084781647
323,141,0.10915829241275787,0.9609375,0.03147835284471512,0.3602350056171417,0.8902994990348816,0.0856885015964508,0.4278116822242737,0.879931628704071,0.09718773514032364
323,142,0.10938970744609833,0.957812488079071,0.031155746430158615,0.36025193333625793,0.8907877802848816,0.08558309823274612,0.4280816614627838,0.8800293207168579,0.09711048007011414
323,143,0.10863717645406723,0.95703125,0.03090488351881504,0.36037519574165344,0.8909830451011658,0.08547360450029373,0.4284181594848633,0.8798767328262329,0.09702973067760468
323,144,0.10849128663539886,0.9609375,0.03067091479897499,0.36058664321899414,0.8909505009651184,0.08538162708282471,0.4288675785064697,0.8798156976699829,0.09695819765329361
323,145,0.10475830733776093,0.9554687738418579,0.03043922409415245,0.3608914017677307,0.8912435173988342,0.08527735620737076,0.42930129170417786,0.879626452922821,0.09689902514219284
323,146,0.10638773441314697,0.9625000357627869,0.030016789212822914,0.3611488938331604,0.8910481929779053,0.08522147685289383,0.4299275279045105,0.879779040813446,0.09688478708267212
323,147,0.10494133085012436,0.9625000357627869,0.030000096186995506,0.3614441752433777,0.8914387822151184,0.08508235961198807,0.43043720722198486,0.880053699016571,0.09677676111459732
323,148,0.10401739925146103,0.9585937857627869,0.02981806918978691,0.36174696683883667,0.8920247554779053,0.08497961610555649,0.43097546696662903,0.8802856206893921,0.09668801724910736
323,149,0.10459937900304794,0.9593750238418579,0.02964825928211212,0.36187779903411865,0.8921874761581421,0.08490445464849472,0.4313536584377289,0.8804870843887329,0.0966300219297409
323,150,0.10294641554355621,0.9593750238418579,0.029268119484186172,0.3621285855770111,0.8921223878860474,0.08486273884773254,0.43172627687454224,0.8804870843887329,0.09660595655441284
323,151,0.10079022496938705,0.95703125,0.029142672196030617,0.36232835054397583,0.892285168170929,0.0847928524017334,0.4320089519023895,0.880627453327179,0.09655812382698059
323,152,0.10193601995706558,0.95703125,0.028863102197647095,0.3624104857444763,0.8925130367279053,0.08470006287097931,0.4323323965072632,0.880993664264679,0.09647291153669357
323,153,0.10197471082210541,0.9609375,0.02875768207013607,0.36273011565208435,0.8923177123069763,0.08464594185352325,0.43292155861854553,0.881103515625,0.09645018726587296
323,154,0.10061991214752197,0.9609375,0.028442537412047386,0.363172322511673,0.892285168170929,0.08459734171628952,0.4336197078227997,0.8809814453125,0.09643841534852982
323,155,0.09989152103662491,0.9632812738418579,0.028310546651482582,0.36349812150001526,0.8924804925918579,0.08449001610279083,0.4341755211353302,0.881011962890625,0.09635109454393387
323,156,0.09927519410848618,0.9609375,0.028069835156202316,0.3637690246105194,0.8928059935569763,0.08438790589570999,0.4346701502799988,0.88104248046875,0.09625598043203354
323,157,0.09856501966714859,0.96484375,0.027942869812250137,0.36423060297966003,0.8928385376930237,0.08433287590742111,0.4353492856025696,0.880969226360321,0.09621214121580124
323,158,0.09938643127679825,0.961718738079071,0.02773883007466793,0.3646489977836609,0.8929687738418579,0.08429203182458878,0.43608248233795166,0.881030261516571,0.09619894623756409
323,159,0.0974397212266922,0.961718738079071,0.027524013072252274,0.3651643991470337,0.8929036259651184,0.08426336944103241,0.43675243854522705,0.881274402141571,0.09619566053152084
323,160,0.09620784223079681,0.961718738079071,0.027334624901413918,0.3655027151107788,0.8930338621139526,0.08420238643884659,0.43721315264701843,0.881365954875946,0.09614613652229309
323,161,0.0971967950463295,0.964062511920929,0.027094725519418716,0.3657037019729614,0.8934895992279053,0.0841125100851059,0.4376378357410431,0.881732165813446,0.0960613563656807
323,162,0.09552197903394699,0.965624988079071,0.026875218376517296,0.3660394549369812,0.8937825560569763,0.08402132987976074,0.4381508529186249,0.881976306438446,0.09599442780017853
323,163,0.09593812376260757,0.96875,0.026721041649580002,0.3664986193180084,0.893750011920929,0.08396711945533752,0.4389023184776306,0.8820861577987671,0.09596411138772964
323,164,0.09185945242643356,0.96484375,0.026463981717824936,0.3670765459537506,0.8939453363418579,0.08391782641410828,0.4395503103733063,0.882037341594696,0.09592296183109283
323,165,0.09378025680780411,0.9671875238418579,0.026367634534835815,0.3675403594970703,0.8939453363418579,0.08388946205377579,0.4403702914714813,0.8822387456893921,0.0959237664937973
323,166,0.09178424626588821,0.9625000357627869,0.026153992861509323,0.36797860264778137,0.8941406011581421,0.083844393491745,0.44098249077796936,0.8822692632675171,0.09591430425643921
